day,population,activities,time,time_in_minutes
Year 2014_Monday til Friday,Students,Employment,6:18,378
Year 2014_Monday til Friday,Students, Main job,7:32,452
Year 2014_Monday til Friday,Students, Job seeking,2:01,121
Year 2014_Monday til Friday,Students, Second job,5:30,330
Year 2014_Monday til Friday,Students,Study,7:06,426
Year 2014_Monday til Friday,Students, School or university,5:47,347
Year 2014_Monday til Friday,Students, Homework,2:07,127
Year 2014_Monday til Friday,Students, Free time study,1:18,78
Year 2014_Monday til Friday,Students,Household and family care,1:13,73
Year 2014_Monday til Friday,Students, Food management,0:35,35
Year 2014_Monday til Friday,Students, Household upkeep,0:39,39
Year 2014_Monday til Friday,Students, Making and care for textiles,0:26,26
Year 2014_Monday til Friday,Students, Gardening and pet care,0:40,40
Year 2014_Monday til Friday,Students, Construction and repairs,2:15,135
Year 2014_Monday til Friday,Students, Shopping and services (excluding online services),1:13,73
Year 2014_Monday til Friday,Students, Household management (excluding online services),0:29,29
Year 2014_Monday til Friday,Students, Childcare (less than 17 years) ,1:20,80
Year 2014_Monday til Friday,Students, Help to an adult household member ,2:19,139
Year 2014_Monday til Friday,Students,Voluntary work and meetings,1:49,109
Year 2014_Monday til Friday,Students, Organisational work ,2:05,125
Year 2014_Monday til Friday,Students, Informal help to other households,1:36,96
Year 2014_Monday til Friday,Students,Participatory activities,1:35,95
Year 2014_Monday til Friday,Students,Social life and entertainment  ,1:27,87
Year 2014_Monday til Friday,Students, Sociability,0:37,37
Year 2014_Monday til Friday,Students, Visiting and receiving visitors,2:02,122
Year 2014_Monday til Friday,Students, Culture,2:21,141
Year 2014_Monday til Friday,Students, Entertainment ,3:10,190
Year 2014_Monday til Friday,Students, Resting — Time out,0:30,30
Year 2014_Monday til Friday,Students,Sports and outdoor activities ,1:58,118
Year 2014_Monday til Friday,Students, Sports,1:58,118
Year 2014_Monday til Friday,Students,Outdoor activities ,2:10,130
Year 2014_Monday til Friday,Students,Hobbies and games,1:49,109
Year 2014_Monday til Friday,Students, Arts,1:03,63
Year 2014_Monday til Friday,Students, Collecting,,
Year 2014_Monday til Friday,Students, Computing,1:24,84
Year 2014_Monday til Friday,Students, Games,1:51,111
Year 2014_Monday til Friday,Students,Media,2:17,137
Year 2014_Monday til Friday,Students, Reading,0:52,52
Year 2014_Monday til Friday,Students," TV, video and dvd",2:11,131
Year 2014_Monday til Friday,Students," Listening to radio, music",1:07,67
Year 2014_Monday til Friday,Students,Travel,1:44,104
Year 2014_Monday til Friday,Students, Travel related to eating,0:35,35
Year 2014_Monday til Friday,Students, Travel to/from work,1:28,88
Year 2014_Monday til Friday,Students, Travel related to study,1:18,78
Year 2014_Monday til Friday,Students, Travel related to household care,0:54,54
Year 2014_Monday til Friday,Students, Travel related to voluntary work and meetings ,0:34,34
Year 2014_Monday til Friday,Students, Travel related to social life,1:00,60
Year 2014_Monday til Friday,Students, Travel related to sports,0:36,36
Year 2014_Monday til Friday,Students, Travel related to changing locality,1:12,72
Year 2014_Saturday,All,Personal care,12:15,735
Year 2014_Saturday,All,Sleep,9:06,546
Year 2014_Saturday,All,Eating,2:09,129
Year 2014_Saturday,All,Other personal care,1:02,62
Year 2014_Saturday,All,Employment,6:30,390
Year 2014_Saturday,All, Main job,6:42,402
Year 2014_Saturday,All, Job seeking,,
Year 2014_Saturday,All, Second job,3:39,219
Year 2014_Saturday,All,Study,2:43,163
Year 2014_Saturday,All, School or university,4:26,266
Year 2014_Saturday,All, Homework,2:24,144
Year 2014_Saturday,All, Free time study,2:19,139
Year 2014_Saturday,All,Household and family care,3:31,211
Year 2014_Saturday,All, Food management,1:10,70
Year 2014_Saturday,All, Household upkeep,1:08,68
Year 2014_Saturday,All, Making and care for textiles,0:57,57
Year 2014_Saturday,All, Gardening and pet care,1:25,85
Year 2014_Saturday,All, Construction and repairs,1:51,111
Year 2014_Saturday,All, Shopping and services (excluding online services),1:20,80
Year 2014_Saturday,All, Household management (excluding online services),0:46,46
Year 2014_Saturday,All, Childcare (less than 17 years) ,1:52,112
Year 2014_Saturday,All, Help to an adult household member ,1:13,73
Year 2014_Saturday,All,Voluntary work and meetings,2:14,134
Year 2014_Saturday,All, Organisational work ,3:10,190
Year 2014_Saturday,All, Informal help to other households,1:52,112
Year 2014_Saturday,All,Participatory activities,1:58,118
Year 2014_Saturday,All,Social life and entertainment  ,2:20,140
Year 2014_Saturday,All, Sociability,0:52,52
Year 2014_Saturday,All, Visiting and receiving visitors,1:57,117
Year 2014_Saturday,All, Culture,2:19,139
Year 2014_Saturday,All, Entertainment ,3:05,185
Year 2014_Saturday,All, Resting — Time out,0:34,34
Year 2014_Saturday,All,Sports and outdoor activities ,2:03,123
Year 2014_Saturday,All, Sports,2:02,122
Year 2014_Saturday,All,Outdoor activities ,2:43,163
Year 2014_Saturday,All,Hobbies and games,1:49,109
Year 2014_Saturday,All, Arts,1:25,85
Year 2014_Saturday,All, Collecting,1:00,60
Year 2014_Saturday,All, Computing,1:23,83
Year 2014_Saturday,All, Games,1:56,116
Year 2014_Saturday,All,Media,3:01,181
Year 2014_Saturday,All, Reading,1:09,69
Year 2014_Saturday,All," TV, video and dvd",2:46,166
Year 2014_Saturday,All," Listening to radio, music",0:45,45
Year 2014_Saturday,All,Travel,1:46,106
Year 2014_Saturday,All, Travel related to eating,0:43,43
Year 2014_Saturday,All, Travel to/from work,1:00,60
Year 2014_Saturday,All, Travel related to study,0:51,51
Year 2014_Saturday,All, Travel related to household care,0:58,58
Year 2014_Saturday,All, Travel related to voluntary work and meetings ,0:46,46
Year 2014_Saturday,All, Travel related to social life,1:18,78
Year 2014_Saturday,All, Travel related to sports,0:44,44
Year 2014_Saturday,All, Travel related to changing locality,2:48,168
Year 2014_Saturday,Male,Personal care,12:02,722
Year 2014_Saturday,Male,Sleep,9:00,540
Year 2014_Saturday,Male,Eating,2:08,128
Year 2014_Saturday,Male,Other personal care,0:57,57
Year 2014_Saturday,Male,Employment,6:43,403
Year 2014_Saturday,Male, Main job,6:55,415
Year 2014_Saturday,Male, Job seeking, 00:00,0
Year 2014_Saturday,Male, Second job,2:56,176
Year 2014_Saturday,Male,Study,2:35,155
Year 2014_Saturday,Male, School or university,3:18,198
Year 2014_Saturday,Male, Homework,2:29,149
Year 2014_Saturday,Male, Free time study,2:15,135
Year 2014_Saturday,Male,Household and family care,2:59,179
Year 2014_Saturday,Male, Food management,0:52,52
Year 2014_Saturday,Male, Household upkeep,1:01,61
Year 2014_Saturday,Male, Making and care for textiles,0:39,39
Year 2014_Saturday,Male, Gardening and pet care,1:35,95
Year 2014_Saturday,Male, Construction and repairs,2:00,120
Year 2014_Saturday,Male, Shopping and services (excluding online services),1:16,76
Year 2014_Saturday,Male, Household management (excluding online services),0:45,45
Year 2014_Saturday,Male, Childcare (less than 17 years) ,1:44,104
Year 2014_Saturday,Male, Help to an adult household member ,1:16,76
Year 2014_Saturday,Male,Voluntary work and meetings,2:01,121
Year 2014_Saturday,Male, Organisational work ,2:59,179
Year 2014_Saturday,Male, Informal help to other households,1:41,101
Year 2014_Saturday,Male,Participatory activities,1:40,100
Year 2014_Saturday,Male,Social life and entertainment  ,2:25,145
Year 2014_Saturday,Male, Sociability,0:52,52
Year 2014_Saturday,Male, Visiting and receiving visitors,1:58,118
Year 2014_Saturday,Male, Culture,2:32,152
Year 2014_Saturday,Male, Entertainment ,3:14,194
Year 2014_Saturday,Male, Resting — Time out,0:31,31
Year 2014_Saturday,Male,Sports and outdoor activities ,2:05,125
Year 2014_Saturday,Male, Sports,2:02,122
Year 2014_Saturday,Male,Outdoor activities ,2:58,178
Year 2014_Saturday,Male,Hobbies and games,2:07,127
Year 2014_Saturday,Male, Arts,1:36,96
Year 2014_Saturday,Male, Collecting,1:00,60
Year 2014_Saturday,Male, Computing,1:35,95
Year 2014_Saturday,Male, Games,2:17,137
Year 2014_Saturday,Male,Media,3:13,193
Year 2014_Saturday,Male, Reading,1:12,72
Year 2014_Saturday,Male," TV, video and dvd",2:57,177
Year 2014_Saturday,Male," Listening to radio, music",0:58,58
Year 2014_Saturday,Male,Travel,1:47,107
Year 2014_Saturday,Male, Travel related to eating,0:38,38
Year 2014_Saturday,Male, Travel to/from work,1:05,65
Year 2014_Saturday,Male, Travel related to study,0:28,28
Year 2014_Saturday,Male, Travel related to household care,0:56,56
Year 2014_Saturday,Male, Travel related to voluntary work and meetings ,0:51,51
Year 2014_Saturday,Male, Travel related to social life,1:22,82
Year 2014_Saturday,Male, Travel related to sports,0:43,43
Year 2014_Saturday,Male, Travel related to changing locality,5:23,323
Year 2014_Saturday,Female,Personal care,12:27,747
Year 2014_Saturday,Female,Sleep,9:12,552
Year 2014_Saturday,Female,Eating,2:10,130
Year 2014_Saturday,Female,Other personal care,1:07,67
Year 2014_Saturday,Female,Employment,6:10,370
Year 2014_Saturday,Female, Main job,6:22,382
Year 2014_Saturday,Female, Job seeking, 00:00,0
Year 2014_Saturday,Female, Second job,4:12,252
Year 2014_Saturday,Female,Study,2:52,172
Year 2014_Saturday,Female, School or university,5:25,325
Year 2014_Saturday,Female, Homework,2:18,138
Year 2014_Saturday,Female, Free time study,2:21,141
Year 2014_Saturday,Female,Household and family care,4:01,241
Year 2014_Saturday,Female, Food management,1:23,83
Year 2014_Saturday,Female, Household upkeep,1:13,73
Year 2014_Saturday,Female, Making and care for textiles,1:03,63
Year 2014_Saturday,Female, Gardening and pet care,1:16,76
Year 2014_Saturday,Female, Construction and repairs,0:52,52
Year 2014_Saturday,Female, Shopping and services (excluding online services),1:23,83
Year 2014_Saturday,Female, Household management (excluding online services),0:47,47
Year 2014_Saturday,Female, Childcare (less than 17 years) ,1:59,119
Year 2014_Saturday,Female, Help to an adult household member ,1:07,67
Year 2014_Saturday,Female,Voluntary work and meetings,2:27,147
Year 2014_Saturday,Female, Organisational work ,3:20,200
Year 2014_Saturday,Female, Informal help to other households,2:04,124
Year 2014_Saturday,Female,Participatory activities,2:14,134
Year 2014_Saturday,Female,Social life and entertainment  ,2:15,135
Year 2014_Saturday,Female, Sociability,0:53,53
Year 2014_Saturday,Female, Visiting and receiving visitors,1:57,117
Year 2014_Saturday,Female, Culture,2:06,126
Year 2014_Saturday,Female, Entertainment ,2:54,174
Year 2014_Saturday,Female, Resting — Time out,0:36,36
Year 2014_Saturday,Female,Sports and outdoor activities ,2:01,121
Year 2014_Saturday,Female, Sports,2:01,121
Year 2014_Saturday,Female,Outdoor activities ,2:05,125
Year 2014_Saturday,Female,Hobbies and games,1:24,84
Year 2014_Saturday,Female, Arts,1:15,75
Year 2014_Saturday,Female, Collecting,1:00,60
Year 2014_Saturday,Female, Computing,1:07,67
Year 2014_Saturday,Female, Games,1:25,85
Year 2014_Saturday,Female,Media,2:48,168
Year 2014_Saturday,Female, Reading,1:07,67
Year 2014_Saturday,Female," TV, video and dvd",2:34,154
